date,store_nbr,sales
2017-05-11,1,9039.18
2017-05-12,1,13269.807
2017-05-13,1,12306.484
2017-05-14,1,4081.6401
2017-05-15,1,11186.266
2017-05-16,1,11206.257
2017-05-17,1,13594.376
2017-05-18,1,10348.5625
2017-05-19,1,13483.657
2017-05-20,1,10749.912
2017-05-21,1,4885.592
2017-05-22,1,11657.82
2017-05-23,1,11253.753
2017-05-24,1,14215.447
2017-05-25,1,10587.049
2017-05-26,1,5946.605
2017-05-27,1,9247.769
2017-05-28,1,4871.577
2017-05-29,1,11704.674
2017-05-30,1,9755.859
2017-05-31,1,14064.384
2017-06-01,1,11293.651
2017-06-02,1,13122.114
2017-06-03,1,12653.627
2017-06-04,1,5111.8843
2017-06-05,1,12049.032
2017-06-06,1,12775.544
2017-06-07,1,14705.932
2017-06-08,1,10373.042
2017-06-09,1,13456.415
2017-06-10,1,11449.76
2017-06-11,1,5825.818
2017-06-12,1,10798.441
2017-06-13,1,10801.989
2017-06-14,1,14891.53
2017-06-15,1,11433.403
2017-06-16,1,12456.525
2017-06-17,1,12414.342
2017-06-18,1,4957.632
2017-06-19,1,11907.839
2017-06-20,1,13910.833
2017-06-21,1,13682.952
2017-06-22,1,10069.635
2017-06-23,1,12013.791
2017-06-24,1,11769.444
2017-06-25,1,5011.069
2017-06-26,1,10722.777
2017-06-27,1,10498.349
2017-06-28,1,13409.584
2017-06-29,1,10247.5625
2017-06-30,1,12272.992
2017-07-01,1,11801.934
2017-07-02,1,5308.297
2017-07-03,1,12201.219
2017-07-04,1,10951.704
2017-07-05,1,14023.388
2017-07-06,1,10311.751
2017-07-07,1,12001.7
2017-07-08,1,10995.22
2017-07-09,1,5131.6543
2017-07-10,1,11624.978
2017-07-11,1,10553.459
2017-07-12,1,13726.383
2017-07-13,1,10269.743
2017-07-14,1,12375.274
2017-07-15,1,9871.204
2017-07-16,1,4629.171
2017-07-17,1,11337.713
2017-07-18,1,11978.147
2017-07-19,1,12998.338
2017-07-20,1,10448.934
2017-07-21,1,12780.71
2017-07-22,1,11120.524
2017-07-23,1,5308.6367
2017-07-24,1,11094.851
2017-07-25,1,10329.443
2017-07-26,1,12579.233
2017-07-27,1,10078.642
2017-07-28,1,11361.689
2017-07-29,1,10165.192
2017-07-30,1,4950.216
2017-07-31,1,11626.725
2017-08-01,1,11829.89
2017-08-02,1,14527.532
2017-08-03,1,9070.62
2017-08-04,1,12149.897
2017-08-05,1,9387.579
2017-08-06,1,4409.248
2017-08-07,1,10538.136
2017-08-08,1,11070.759
2017-08-09,1,12583.652
2017-08-10,1,10834.579
2017-08-11,1,5403.742
2017-08-12,1,7543.623
2017-08-13,1,3902.782
2017-08-14,1,10433.313
2017-08-15,1,9823.551
2017-01-01,10,0.0
2017-01-02,10,10540.672
2017-01-03,10,9617.972
2017-01-04,10,6367.875
2017-01-05,10,6192.647
2017-01-06,10,5703.618
2017-01-07,10,8660.382
2017-01-08,10,9253.715
2017-01-09,10,6243.712
2017-01-10,10,5968.259
2017-01-11,10,4994.553
2017-01-12,10,5032.593
2017-01-13,10,6254.804
2017-01-14,10,7846.288
2017-01-15,10,8696.445
2017-01-16,10,6398.945
2017-01-17,10,5337.521
2017-01-18,10,5556.287
2017-01-19,10,4289.011
2017-01-20,10,3731.648
2017-01-21,10,6640.488
2017-01-22,10,8165.258
2017-01-23,10,5899.392
2017-01-24,10,6705.815
2017-01-25,10,5015.394
2017-01-26,10,4066.4531
2017-01-27,10,4061.237
2017-01-28,10,6440.79
2017-01-29,10,7160.149
2017-01-30,10,5497.11
2017-01-31,10,6420.71
2017-02-01,10,6920.461
2017-02-02,10,6273.568
2017-02-03,10,5703.061
2017-02-04,10,9230.5
2017-02-05,10,8645.163
2017-02-06,10,6779.503
2017-02-07,10,7042.1978
2017-02-08,10,5774.753
2017-02-09,10,5389.108
2017-02-10,10,5989.83
2017-02-11,10,7303.117
2017-02-12,10,7533.858
2017-02-13,10,5772.165
2017-02-14,10,5640.241
2017-02-15,10,4700.548
2017-02-16,10,5155.865
2017-02-17,10,4501.858
2017-02-18,10,8279.533
2017-02-19,10,6102.393
2017-02-20,10,6117.549
2017-02-21,10,5906.389
2017-02-22,10,4151.88
2017-02-23,10,4807.465
2017-02-24,10,4481.166
2017-02-25,10,6498.428
2017-02-26,10,5467.517
2017-02-27,10,4812.445
2017-02-28,10,7310.779
2017-03-01,10,6826.225
2017-03-02,10,7511.085
2017-03-03,10,7391.098
2017-03-04,10,10219.627
2017-03-05,10,9996.546
2017-03-06,10,6736.607
2017-03-07,10,6687.436
2017-03-08,10,6086.64
2017-03-09,10,4988.033
2017-03-10,10,5387.187
2017-03-11,10,6528.979
2017-03-12,10,8200.286
2017-03-13,10,6358.043
2017-03-14,10,5107.562
2017-03-15,10,5886.785
2017-03-16,10,4870.669
2017-03-17,10,4926.915
2017-03-18,10,7516.527
2017-03-19,10,7730.317
2017-03-20,10,6207.9277
2017-03-21,10,7114.251
2017-03-22,10,4401.216
2017-03-23,10,4745.627
2017-03-24,10,4634.654
2017-03-25,10,6924.134
2017-03-26,10,7659.122
2017-03-27,10,6049.39
2017-03-28,10,4803.229
2017-03-29,10,5131.319
2017-03-30,10,4900.819
2017-03-31,10,5290.268
2017-04-01,10,11232.172
2017-04-02,10,10659.785
2017-04-03,10,7861.755
2017-04-04,10,8690.991
2017-04-05,10,6328.21
2017-04-06,10,6243.805
2017-04-07,10,4569.857
2017-04-08,10,8192.071
2017-04-09,10,8165.46
2017-04-10,10,6298.178
2017-04-11,10,5814.363
2017-04-12,10,6248.337
2017-04-13,10,5547.069
2017-04-14,10,5206.139
2017-04-15,10,7421.359
2017-04-16,10,7662.061
2017-04-17,10,6242.155
2017-04-18,10,6055.648
2017-04-19,10,6478.077
2017-04-20,10,5169.288
2017-04-21,10,5229.5107
2017-04-22,10,7728.343
2017-04-23,10,7755.015
2017-04-24,10,5963.999
2017-04-25,10,5858.45
2017-04-26,10,5403.081
2017-04-27,10,5763.005
2017-04-28,10,5096.898
2017-04-29,10,9284.306
2017-04-30,10,7309.759
2017-05-01,10,9317.793
2017-05-02,10,8457.023
2017-05-03,10,6736.971
2017-05-04,10,6418.907
2017-05-05,10,4364.296
2017-05-06,10,9111.408
2017-05-07,10,8935.286
2017-05-08,10,7382.731
2017-05-09,10,6008.461
2017-05-10,10,6091.838
2017-05-11,10,4625.664
2017-05-12,10,5273.878
2017-05-13,10,7777.786
2017-05-14,10,6181.363
2017-05-15,10,6891.767
2017-05-16,10,6758.911
2017-05-17,10,5981.125
2017-05-18,10,4387.577
2017-05-19,10,4713.53
2017-05-20,10,9117.428
2017-05-21,10,9543.677
2017-05-22,10,6156.1343
2017-05-23,10,5245.432
2017-05-24,10,4891.456
2017-05-25,10,4263.55
2017-05-26,10,5170.216
2017-05-27,10,6524.342
2017-05-28,10,5984.172
2017-05-29,10,6172.889
2017-05-30,10,6254.489
2017-05-31,10,6768.967
2017-06-01,10,5808.7
2017-06-02,10,7084.439
2017-06-03,10,9416.238
2017-06-04,10,9992.524
2017-06-05,10,6778.455
2017-06-06,10,6444.013
2017-06-07,10,6846.673
2017-06-08,10,5205.296
2017-06-09,10,4751.267
2017-06-10,10,7945.692
2017-06-11,10,7667.848
2017-06-12,10,6115.509
2017-06-13,10,6201.743
2017-06-14,10,5127.702
2017-06-15,10,5407.697
2017-06-16,10,5120.139
2017-06-17,10,7415.896
2017-06-18,10,5840.099
2017-06-19,10,5753.31
2017-06-20,10,6433.8
2017-06-21,10,4946.314
2017-06-22,10,5158.307
2017-06-23,10,5097.453
2017-06-24,10,6860.014
2017-06-25,10,6839.94
2017-06-26,10,4873.772
2017-06-27,10,5255.527
2017-06-28,10,5059.58
2017-06-29,10,4206.161
2017-06-30,10,6076.88
2017-07-01,10,9370.186
2017-07-02,10,8644.974
2017-07-03,10,8193.407
2017-07-04,10,6755.601
2017-07-05,10,6124.524
2017-07-06,10,5812.743
2017-07-07,10,5560.474
2017-07-08,10,7659.328
2017-07-09,10,6700.663
2017-07-10,10,6227.809
2017-07-11,10,6227.137
2017-07-12,10,5820.927
2017-07-13,10,5179.299
2017-07-14,10,4234.217
2017-07-15,10,6357.137
2017-07-16,10,7406.265
2017-07-17,10,6338.19
2017-07-18,10,5518.959
2017-07-19,10,5311.674
2017-07-20,10,5465.202
2017-07-21,10,5098.894
2017-07-22,10,6416.952
2017-07-23,10,6378.535
2017-07-24,10,6070.567
2017-07-25,10,5829.602
2017-07-26,10,4081.691
2017-07-27,10,6411.311
2017-07-28,10,7953.254
2017-07-29,10,8454.329
2017-07-30,10,7224.556
2017-07-31,10,9085.503
2017-08-01,10,8083.219
2017-08-02,10,7263.87
2017-08-03,10,7737.39
2017-08-04,10,7145.919
2017-08-05,10,8535.303
2017-08-06,10,8578.252
2017-08-07,10,6967.133
2017-08-08,10,7383.075
2017-08-09,10,6076.716
2017-08-10,10,5927.259
2017-08-11,10,5932.179
2017-08-12,10,6322.808
2017-08-13,10,6773.542
2017-08-14,10,6236.741
2017-08-15,10,6806.592
2017-01-01,11,0.0
2017-01-02,11,34740.41
2017-01-03,11,26941.123
2017-01-04,11,24460.293
2017-01-05,11,19363.969
2017-01-06,11,18614.65
2017-01-07,11,26137.95
2017-01-08,11,27589.66
2017-01-09,11,18168.408
2017-01-10,11,20344.713
2017-01-11,11,15666.997
2017-01-12,11,14969.835
2017-01-13,11,14594.587
2017-01-14,11,19118.102
2017-01-15,11,27342.5
2017-01-16,11,18041.07
2017-01-17,11,15949.463
2017-01-18,11,17234.324
2017-01-19,11,14074.562
2017-01-20,11,15072.1875
2017-01-21,11,21447.01
2017-01-22,11,25736.678
2017-01-23,11,17544.576
2017-01-24,11,17937.96
2017-01-25,11,14775.842
2017-01-26,11,14889.405
2017-01-27,11,14784.172
2017-01-28,11,19370.238
2017-01-29,11,23183.994
2017-01-30,11,16269.1875
2017-01-31,11,19083.367
2017-02-01,11,22676.852
2017-02-02,11,21786.348
2017-02-03,11,19522.664
2017-02-04,11,30451.08
2017-02-05,11,32579.092
2017-02-06,11,23083.992
2017-02-07,11,21478.145
2017-02-08,11,21224.727
2017-02-09,11,16611.229
2017-02-10,11,18973.074
2017-02-11,11,22548.58
2017-02-12,11,26187.328
2017-02-13,11,18979.426
2017-02-14,11,16186.709
2017-02-15,11,16446.984
2017-02-16,11,17710.943
2017-02-17,11,16802.836
2017-02-18,11,21198.398
2017-02-19,11,23420.678
2017-02-20,11,18126.77
2017-02-21,11,17670.982
2017-02-22,11,14735.47
2017-02-23,11,17920.945
2017-02-24,11,17714.76
2017-02-25,11,23107.883
2017-02-26,11,21292.885
2017-02-27,11,19480.705
2017-02-28,11,22584.133
2017-03-01,11,27762.93
2017-03-02,11,25241.322
2017-03-03,11,32759.484
2017-03-04,11,30017.02
2017-03-05,11,33651.62
2017-03-06,11,22671.652
2017-03-07,11,21505.28
2017-03-08,11,19721.217
2017-03-09,11,18454.773
2017-03-10,11,16609.887
2017-03-11,11,22872.355
2017-03-12,11,25530.178
2017-03-13,11,17669.188
2017-03-14,11,18611.201
2017-03-15,11,17542.627
2017-03-16,11,16393.365
2017-03-17,11,17537.48
2017-03-18,11,20569.855
2017-03-19,11,24915.79
2017-03-20,11,19273.543
2017-03-21,11,17850.389
2017-03-22,11,15408.772
2017-03-23,11,14426.543
2017-03-24,11,16718.95
2017-03-25,11,19815.12
2017-03-26,11,24956.236
2017-03-27,11,17450.146
2017-03-28,11,16188.558
2017-03-29,11,15815.46
2017-03-30,11,15069.733
2017-03-31,11,19404.139
2017-04-01,11,36249.02
2017-04-02,11,34458.613
2017-04-03,11,25411.084
2017-04-04,11,26087.922
2017-04-05,11,22239.223
2017-04-06,11,20735.69
2017-04-07,11,18532.67
2017-04-08,11,24773.168
2017-04-09,11,26269.645
2017-04-10,11,19097.91
2017-04-11,11,17730.254
2017-04-12,11,16291.049
2017-04-13,11,16196.365
2017-04-14,11,17931.756
2017-04-15,11,24934.234
2017-04-16,11,26818.26
2017-04-17,11,17826.117
2017-04-18,11,17880.998
2017-04-19,11,16675.186
2017-04-20,11,16108.792
2017-04-21,11,16992.541
2017-04-22,11,21729.258
2017-04-23,11,24826.48
2017-04-24,11,16537.09
2017-04-25,11,19109.74
2017-04-26,11,14884.819
2017-04-27,11,15386.125
2017-04-28,11,17305.6
2017-04-29,11,23779.443
2017-04-30,11,26074.088
2017-05-01,11,30732.783
2017-05-02,11,23869.334
2017-05-03,11,22288.271
2017-05-04,11,20959.855
2017-05-05,11,20757.834
2017-05-06,11,27530.738
2017-05-07,11,31702.89
2017-05-08,11,20284.688
2017-05-09,11,20458.773
2017-05-10,11,16925.434
2017-05-11,11,17291.393
2017-05-12,11,15144.514
2017-05-13,11,18950.633
2017-05-14,11,22726.78
2017-05-15,11,19297.238
2017-05-16,11,20443.414
2017-05-17,11,16362.502
2017-05-18,11,15695.064
2017-05-19,11,15968.309
2017-05-20,11,19048.371
2017-05-21,11,22918.361
2017-05-22,11,17603.896
2017-05-23,11,18866.943
2017-05-24,11,16231.836
2017-05-25,11,14013.835
2017-05-26,11,20402.22
2017-05-27,11,20495.426
2017-05-28,11,23518.535
2017-05-29,11,16875.309
2017-05-30,11,16437.25
2017-05-31,11,17545.191
2017-06-01,11,24439.99
2017-06-02,11,23848.418
2017-06-03,11,32262.246
2017-06-04,11,34890.316
2017-06-05,11,24392.54
2017-06-06,11,22418.043
2017-06-07,11,19885.068
2017-06-08,11,17642.316
2017-06-09,11,18854.13
2017-06-10,11,21458.26
2017-06-11,11,23876.08
2017-06-12,11,16178.324
2017-06-13,11,18445.49
2017-06-14,11,16485.074
2017-06-15,11,16935.16
2017-06-16,11,16250.168
2017-06-17,11,20415.031
2017-06-18,11,22684.293
2017-06-19,11,19454.67
2017-06-20,11,18042.906
2017-06-21,11,15696.2705
2017-06-22,11,14619.049
2017-06-23,11,18423.703
2017-06-24,11,16660.648
2017-06-25,11,23916.037
2017-06-26,11,17172.441
2017-06-27,11,16995.8
2017-06-28,11,13526.865
2017-06-29,11,13502.16
2017-06-30,11,18111.912
2017-07-01,11,29165.389
2017-07-02,11,27441.742
2017-07-03,11,26914.584
2017-07-04,11,27524.707
2017-07-05,11,23214.19
2017-07-06,11,20837.99
2017-07-07,11,22266.438
2017-07-08,11,23329.266
2017-07-09,11,25552.201
2017-07-10,11,20317.232
2017-07-11,11,18912.857
2017-07-12,11,16926.393
2017-07-13,11,15762.531
2017-07-14,11,17930.219
2017-07-15,11,19814.52
2017-07-16,11,20817.61
2017-07-17,11,19962.555
2017-07-18,11,17839.357
2017-07-19,11,16925.297
2017-07-20,11,15398.088
2017-07-21,11,19119.01
2017-07-22,11,16139.465
2017-07-23,11,18832.55
2017-07-24,11,18769.709
2017-07-25,11,18591.709
2017-07-26,11,15207.124
2017-07-27,11,14579.385
2017-07-28,11,21190.432
2017-07-29,11,18958.97
2017-07-30,11,22133.855
2017-07-31,11,19934.492
2017-08-01,11,28187.514
2017-08-02,11,25078.19
2017-08-03,11,22567.3
2017-08-04,11,24994.326
2017-08-05,11,21716.31
2017-08-06,11,24258.807
2017-08-07,11,21002.021
2017-08-08,11,20694.623
2017-08-09,11,17813.195
2017-08-10,11,18647.947
2017-08-11,11,19098.66
2017-08-12,11,17156.5
2017-08-13,11,18540.262
2017-08-14,11,18866.42
2017-08-15,11,21727.24
2017-01-01,12,0.0
2017-01-02,12,11517.659
2017-01-03,12,10266.673
2017-01-04,12,8975.185
2017-01-05,12,8256.123
2017-01-06,12,6551.826
2017-01-07,12,8856.871
2017-01-08,12,9071.769
2017-01-09,12,8422.629
2017-01-10,12,7147.849
2017-01-11,12,7350.216
2017-01-12,12,6184.118
2017-01-13,12,6649.2188
2017-01-14,12,8116.453
2017-01-15,12,8816.127
2017-01-16,12,8331.888
2017-01-17,12,6557.8213
2017-01-18,12,6634.497
2017-01-19,12,6595.953
2017-01-20,12,6048.227
2017-01-21,12,9011.271
2017-01-22,12,8856.845
2017-01-23,12,7846.19
2017-01-24,12,7198.158
2017-01-25,12,7105.211
2017-01-26,12,6785.588
2017-01-27,12,6230.636
2017-01-28,12,8531.906
2017-01-29,12,9002.59
2017-01-30,12,8223.704
2017-01-31,12,7379.085
2017-02-01,12,9060.358
2017-02-02,12,6924.894
2017-02-03,12,7957.562
2017-02-04,12,9430.451
2017-02-05,12,9127.294
2017-02-06,12,7139.498
2017-02-07,12,7146.9688
2017-02-08,12,6655.172
2017-02-09,12,6735.987
2017-02-10,12,5835.321
2017-02-11,12,8107.104
2017-02-12,12,9268.276
2017-02-13,12,8433.178
2017-02-14,12,6578.372
2017-02-15,12,7131.876
2017-02-16,12,6939.549
2017-02-17,12,6245.777
2017-02-18,12,8997.36
2017-02-19,12,8130.052
2017-02-20,12,7680.058
2017-02-21,12,7727.592
2017-02-22,12,7035.441
2017-02-23,12,6494.799
2017-02-24,12,6927.778
2017-02-25,12,8887.602
2017-02-26,12,6937.709
2017-02-27,12,6045.245
2017-02-28,12,7825.165
2017-03-01,12,9930.403
2017-03-02,12,8883.355
2017-03-03,12,7783.031
2017-03-04,12,10040.481
2017-03-05,12,10388.692
2017-03-06,12,8849.692
2017-03-07,12,7212.251
2017-03-08,12,9918.41
2017-03-09,12,6790.171
2017-03-10,12,6739.971
2017-03-11,12,7665.369
2017-03-12,12,9056.4375
2017-03-13,12,8345.61
2017-03-14,12,6326.836
2017-03-15,12,7134.752
2017-03-16,12,6705.927
2017-03-17,12,6632.384
2017-03-18,12,7865.306
2017-03-19,12,9260.691
2017-03-20,12,7841.643
2017-03-21,12,7808.303
2017-03-22,12,7007.199
2017-03-23,12,6695.789
2017-03-24,12,5988.8223
2017-03-25,12,9104.182
2017-03-26,12,9882.763
2017-03-27,12,9598.244
2017-03-28,12,6918.475
2017-03-29,12,8125.966
2017-03-30,12,7668.206
2017-03-31,12,6538.23
2017-04-01,12,11870.614
2017-04-02,12,9543.189
2017-04-03,12,10171.836
2017-04-04,12,9038.34
2017-04-05,12,9146.159
2017-04-06,12,8433.273
2017-04-07,12,7242.33
2017-04-08,12,8685.924
2017-04-09,12,8499.145
2017-04-10,12,8205.53
2017-04-11,12,8599.571
2017-04-12,12,7225.675
2017-04-13,12,6741.698
2017-04-14,12,6387.499
2017-04-15,12,8756.069
2017-04-16,12,8891.753
2017-04-17,12,8067.434
2017-04-18,12,8162.243
2017-04-19,12,6800.794
2017-04-20,12,7028.577
2017-04-21,12,6608.853
2017-04-22,12,8834.219
2017-04-23,12,8915.4
2017-04-24,12,8243.192
2017-04-25,12,7844.395
2017-04-26,12,6714.058
2017-04-27,12,6737.496
2017-04-28,12,6990.807
2017-04-29,12,9116.971
2017-04-30,12,8456.79
2017-05-01,12,10651.667
2017-05-02,12,8361.604
2017-05-03,12,8451.253
2017-05-04,12,8195.145
2017-05-05,12,6851.89
2017-05-06,12,9315.051
2017-05-07,12,10282.282
2017-05-08,12,9061.814
2017-05-09,12,9200.901
2017-05-10,12,7706.6133
2017-05-11,12,7683.083
2017-05-12,12,6474.431
2017-05-13,12,9807.388
2017-05-14,12,7557.013
2017-05-15,12,8243.028
2017-05-16,12,7359.346
2017-05-17,12,7209.596
2017-05-18,12,6338.279
2017-05-19,12,8113.521
2017-05-20,12,8730.748
2017-05-21,12,13788.325
2017-05-22,12,9007.59
2017-05-23,12,7268.109
2017-05-24,12,7635.599
2017-05-25,12,6057.005
2017-05-26,12,7124.504
2017-05-27,12,7946.81
2017-05-28,12,9296.65
2017-05-29,12,8256.915
2017-05-30,12,7140.639
2017-05-31,12,7584.141
2017-06-01,12,7574.813
2017-06-02,12,8699.458
2017-06-03,12,9559.034
2017-06-04,12,10371.063
2017-06-05,12,9194.167
2017-06-06,12,7568.987
2017-06-07,12,7363.248
2017-06-08,12,7767.371
2017-06-09,12,7658.238
2017-06-10,12,8412.335
2017-06-11,12,9336.035
2017-06-12,12,7513.581
2017-06-13,12,7216.838
2017-06-14,12,8025.728
2017-06-15,12,6317.653
2017-06-16,12,7624.754
2017-06-17,12,8620.445
2017-06-18,12,8020.561
2017-06-19,12,7911.279
2017-06-20,12,7758.623
2017-06-21,12,7706.449
2017-06-22,12,6551.502
2017-06-23,12,7222.13
2017-06-24,12,8462.247
2017-06-25,12,8508.893
2017-06-26,12,7094.45
2017-06-27,12,6440.694
2017-06-28,12,6916.316
2017-06-29,12,6718.564
2017-06-30,12,6596.6143
2017-07-01,12,10133.489
2017-07-02,12,10178.796
2017-07-03,12,10160.443
2017-07-04,12,8158.498
2017-07-05,12,7365.076
2017-07-06,12,7404.643
2017-07-07,12,7078.705
2017-07-08,12,8357.507
2017-07-09,12,8000.741
2017-07-10,12,8204.108
2017-07-11,12,7133.101
2017-07-12,12,6943.252
2017-07-13,12,6962.367
2017-07-14,12,6437.704
2017-07-15,12,7817.022
2017-07-16,12,7684.493
2017-07-17,12,7266.325
2017-07-18,12,5991.712
2017-07-19,12,7113.233
2017-07-20,12,6691.148
2017-07-21,12,6081.203
2017-07-22,12,8166.576
2017-07-23,12,7438.0723
2017-07-24,12,8029.286
2017-07-25,12,6953.1562
2017-07-26,12,6400.867
2017-07-27,12,6775.02
2017-07-28,12,8966.921
2017-07-29,12,10629.53
2017-07-30,12,11731.621
2017-07-31,12,10201.088
2017-08-01,12,10326.849
2017-08-02,12,8325.791
2017-08-03,12,8859.326
2017-08-04,12,7110.242
2017-08-05,12,8235.365
2017-08-06,12,8522.22
2017-08-07,12,8235.229
2017-08-08,12,7012.697
2017-08-09,12,6792.0527
2017-08-10,12,6392.093
2017-08-11,12,6743.099
2017-08-12,12,6569.752
2017-08-13,12,6572.9062
2017-08-14,12,6996.652
2017-08-15,12,6933.045
2017-01-01,13,0.0
2017-01-02,13,10846.262
2017-01-03,13,9105.29
2017-01-04,13,7642.862
2017-01-05,13,6155.555
2017-01-06,13,6358.45
2017-01-07,13,9054.369
2017-01-08,13,6869.217
2017-01-09,13,6626.13
2017-01-10,13,7048.222
2017-01-11,13,5133.556
2017-01-12,13,4691.962
2017-01-13,13,5361.346
2017-01-14,13,9178.122
2017-01-15,13,6462.14
2017-01-16,13,6742.384
2017-01-17,13,6320.675
2017-01-18,13,5393.0
2017-01-19,13,5208.352
2017-01-20,13,5162.808
2017-01-21,13,8038.101
2017-01-22,13,7363.274
2017-01-23,13,6929.148
2017-01-24,13,5874.165
2017-01-25,13,5071.261
2017-01-26,13,4819.289
2017-01-27,13,5930.784
2017-01-28,13,8890.791
2017-01-29,13,6902.437
2017-01-30,13,6411.109
2017-01-31,13,6907.67
2017-02-01,13,6869.02
2017-02-02,13,6837.2603
2017-02-03,13,7034.043
2017-02-04,13,11050.584
2017-02-05,13,7246.232
2017-02-06,13,6939.041
2017-02-07,13,7029.828
2017-02-08,13,5113.658
2017-02-09,13,5555.061
2017-02-10,13,6343.404
2017-02-11,13,9335.196
2017-02-12,13,7088.701
2017-02-13,13,7097.947
2017-02-14,13,5988.007
2017-02-15,13,6043.064
2017-02-16,13,5769.39
2017-02-17,13,5688.571
2017-02-18,13,9334.159
2017-02-19,13,4934.155
2017-02-20,13,7514.541
2017-02-21,13,6161.949
2017-02-22,13,6108.489
2017-02-23,13,6725.23
2017-02-24,13,6144.554
2017-02-25,13,8622.39
2017-02-26,13,6456.224
2017-02-27,13,6274.84
2017-02-28,13,7917.65
2017-03-01,13,8266.278
2017-03-02,13,8097.218
2017-03-03,13,6770.651
2017-03-04,13,11046.598
2017-03-05,13,8185.616
2017-03-06,13,7476.354
2017-03-07,13,7543.033
2017-03-08,13,5898.609
2017-03-09,13,5724.127
2017-03-10,13,5940.732
2017-03-11,13,9965.252
2017-03-12,13,7816.081
2017-03-13,13,6626.981
2017-03-14,13,5577.848
2017-03-15,13,5621.076
2017-03-16,13,4833.19
2017-03-17,13,4776.356
2017-03-18,13,8112.315
2017-03-19,13,7014.283
2017-03-20,13,6454.2812
2017-03-21,13,5690.578
2017-03-22,13,4841.138
2017-03-23,13,4994.731
2017-03-24,13,5621.01
2017-03-25,13,8936.048
2017-03-26,13,6575.585
2017-03-27,13,5937.058
2017-03-28,13,7281.991
2017-03-29,13,6301.298
