,date,family,sales,onpromotion
84,2013-01-03,HOME CARE,0.0,0
85,2013-01-03,LADIESWEAR,0.0,0
86,2013-01-03,LAWN AND GARDEN,83.0,0
87,2013-01-03,LINGERIE,366.0,0
88,2013-01-03,"LIQUOR,WINE,BEER",2476.0,0
89,2013-01-03,MAGAZINES,0.0,0
90,2013-01-03,MEATS,16597.398,0
91,2013-01-03,PERSONAL CARE,12568.0,0
92,2013-01-03,PET SUPPLIES,0.0,0
93,2013-01-03,PLAYERS AND ELECTRONICS,0.0,0
94,2013-01-03,POULTRY,10674.395,0
95,2013-01-03,PREPARED FOODS,3591.388,0
96,2013-01-03,PRODUCE,0.0,0
97,2013-01-03,SCHOOL AND OFFICE SUPPLIES,0.0,0
98,2013-01-03,SEAFOOD,1094.311,0
99,2013-01-04,AUTOMOTIVE,169.0,0
100,2013-01-04,BABY CARE,0.0,0
101,2013-01-04,BEAUTY,133.0,0
102,2013-01-04,BEVERAGES,54167.0,0
103,2013-01-04,BOOKS,0.0,0
104,2013-01-04,BREAD/BAKERY,16721.969,0
105,2013-01-04,CELEBRATION,0.0,0
106,2013-01-04,CLEANING,52064.0,0
107,2013-01-04,DAIRY,18148.0,0
108,2013-01-04,DELI,10143.209,0
109,2013-01-04,EGGS,6760.0,0
110,2013-01-04,FROZEN FOODS,4525.934,0
111,2013-01-04,GROCERY I,135754.0,0
112,2013-01-04,GROCERY II,1031.0,0
113,2013-01-04,HARDWARE,57.0,0
114,2013-01-04,HOME AND KITCHEN I,0.0,0
115,2013-01-04,HOME AND KITCHEN II,0.0,0
116,2013-01-04,HOME APPLIANCES,13.0,0
117,2013-01-04,HOME CARE,0.0,0
118,2013-01-04,LADIESWEAR,0.0,0
119,2013-01-04,LAWN AND GARDEN,127.0,0
120,2013-01-04,LINGERIE,382.0,0
121,2013-01-04,"LIQUOR,WINE,BEER",4796.0,0
122,2013-01-04,MAGAZINES,0.0,0
123,2013-01-04,MEATS,21625.963,0
124,2013-01-04,PERSONAL CARE,11303.0,0
125,2013-01-04,PET SUPPLIES,0.0,0
126,2013-01-04,PLAYERS AND ELECTRONICS,0.0,0
127,2013-01-04,POULTRY,10772.515,0
128,2013-01-04,PREPARED FOODS,4472.966,0
129,2013-01-04,PRODUCE,0.0,0
130,2013-01-04,SCHOOL AND OFFICE SUPPLIES,0.0,0
131,2013-01-04,SEAFOOD,1293.121,0
132,2013-01-05,AUTOMOTIVE,342.0,0
133,2013-01-05,BABY CARE,0.0,0
134,2013-01-05,BEAUTY,191.0,0
135,2013-01-05,BEVERAGES,77818.0,0
136,2013-01-05,BOOKS,0.0,0
137,2013-01-05,BREAD/BAKERY,22367.762,0
138,2013-01-05,CELEBRATION,0.0,0
139,2013-01-05,CLEANING,70128.0,0
140,2013-01-05,DAIRY,23082.0,0
141,2013-01-05,DELI,13734.945,0
142,2013-01-05,EGGS,8576.0,0
143,2013-01-05,FROZEN FOODS,5781.605,0
144,2013-01-05,GROCERY I,188356.0,0
145,2013-01-05,GROCERY II,1273.0,0
146,2013-01-05,HARDWARE,87.0,0
147,2013-01-05,HOME AND KITCHEN I,0.0,0
148,2013-01-05,HOME AND KITCHEN II,0.0,0
149,2013-01-05,HOME APPLIANCES,11.0,0
150,2013-01-05,HOME CARE,0.0,0
151,2013-01-05,LADIESWEAR,0.0,0
152,2013-01-05,LAWN AND GARDEN,180.0,0
153,2013-01-05,LINGERIE,458.0,0
154,2013-01-05,"LIQUOR,WINE,BEER",6715.0,0
155,2013-01-05,MAGAZINES,0.0,0
156,2013-01-05,MEATS,20879.092,0
157,2013-01-05,PERSONAL CARE,16819.0,0
158,2013-01-05,PET SUPPLIES,0.0,0
159,2013-01-05,PLAYERS AND ELECTRONICS,0.0,0
160,2013-01-05,POULTRY,13475.009,0
161,2013-01-05,PREPARED FOODS,5830.073,0
162,2013-01-05,PRODUCE,0.0,0
163,2013-01-05,SCHOOL AND OFFICE SUPPLIES,0.0,0
164,2013-01-05,SEAFOOD,1245.637,0
165,2013-01-06,AUTOMOTIVE,360.0,0
166,2013-01-06,BABY CARE,0.0,0
167,2013-01-06,BEAUTY,265.0,0
168,2013-01-06,BEVERAGES,86184.0,0
169,2013-01-06,BOOKS,0.0,0
170,2013-01-06,BREAD/BAKERY,26861.664,0
171,2013-01-06,CELEBRATION,0.0,0
172,2013-01-06,CLEANING,74295.0,0
173,2013-01-06,DAIRY,23660.0,0
174,2013-01-06,DELI,16229.26,0
175,2013-01-06,EGGS,10933.0,0
176,2013-01-06,FROZEN FOODS,6114.882,0
177,2013-01-06,GROCERY I,207297.0,0
178,2013-01-06,GROCERY II,1306.0,0
179,2013-01-06,HARDWARE,87.0,0
180,2013-01-06,HOME AND KITCHEN I,0.0,0
181,2013-01-06,HOME AND KITCHEN II,0.0,0
182,2013-01-06,HOME APPLIANCES,17.0,0
183,2013-01-06,HOME CARE,0.0,0
184,2013-01-06,LADIESWEAR,0.0,0
185,2013-01-06,LAWN AND GARDEN,161.0,0
186,2013-01-06,LINGERIE,781.0,0
187,2013-01-06,"LIQUOR,WINE,BEER",0.0,0
188,2013-01-06,MAGAZINES,0.0,0
189,2013-01-06,MEATS,21880.006,0
190,2013-01-06,PERSONAL CARE,19665.0,0
191,2013-01-06,PET SUPPLIES,0.0,0
192,2013-01-06,PLAYERS AND ELECTRONICS,0.0,0
193,2013-01-06,POULTRY,15921.097,0
194,2013-01-06,PREPARED FOODS,6233.715,0
195,2013-01-06,PRODUCE,0.0,0
196,2013-01-06,SCHOOL AND OFFICE SUPPLIES,0.0,0
197,2013-01-06,SEAFOOD,1443.777,0
198,2013-01-07,AUTOMOTIVE,189.0,0
199,2013-01-07,BABY CARE,0.0,0
200,2013-01-07,BEAUTY,124.0,0
201,2013-01-07,BEVERAGES,51619.0,0
202,2013-01-07,BOOKS,0.0,0
203,2013-01-07,BREAD/BAKERY,17646.15,0
204,2013-01-07,CELEBRATION,0.0,0
205,2013-01-07,CLEANING,50036.0,0
206,2013-01-07,DAIRY,15839.0,0
207,2013-01-07,DELI,9647.739,0
208,2013-01-07,EGGS,6486.0,0
209,2013-01-07,FROZEN FOODS,3823.622,0
210,2013-01-07,GROCERY I,133189.0,0
211,2013-01-07,GROCERY II,846.0,0
212,2013-01-07,HARDWARE,55.0,0
213,2013-01-07,HOME AND KITCHEN I,0.0,0
214,2013-01-07,HOME AND KITCHEN II,0.0,0
215,2013-01-07,HOME APPLIANCES,12.0,0
216,2013-01-07,HOME CARE,0.0,0
217,2013-01-07,LADIESWEAR,0.0,0
218,2013-01-07,LAWN AND GARDEN,73.0,0
219,2013-01-07,LINGERIE,480.0,0
220,2013-01-07,"LIQUOR,WINE,BEER",1865.0,0
221,2013-01-07,MAGAZINES,0.0,0
222,2013-01-07,MEATS,18314.176,0
223,2013-01-07,PERSONAL CARE,11205.0,0
224,2013-01-07,PET SUPPLIES,0.0,0
225,2013-01-07,PLAYERS AND ELECTRONICS,0.0,0
226,2013-01-07,POULTRY,10086.556,0
227,2013-01-07,PREPARED FOODS,3638.762,0
228,2013-01-07,PRODUCE,0.0,0
229,2013-01-07,SCHOOL AND OFFICE SUPPLIES,0.0,0
230,2013-01-07,SEAFOOD,947.796,0
231,2013-01-08,AUTOMOTIVE,229.0,0
232,2013-01-08,BABY CARE,0.0,0
233,2013-01-08,BEAUTY,116.0,0
234,2013-01-08,BEVERAGES,46941.0,0
235,2013-01-08,BOOKS,0.0,0
236,2013-01-08,BREAD/BAKERY,15805.764,0
237,2013-01-08,CELEBRATION,0.0,0
238,2013-01-08,CLEANING,45075.0,0
239,2013-01-08,DAIRY,14532.0,0
240,2013-01-08,DELI,8269.916,0
241,2013-01-08,EGGS,5575.0,0
242,2013-01-08,FROZEN FOODS,3484.746,0
243,2013-01-08,GROCERY I,133290.0,0
244,2013-01-08,GROCERY II,746.0,0
245,2013-01-08,HARDWARE,57.0,0
246,2013-01-08,HOME AND KITCHEN I,0.0,0
247,2013-01-08,HOME AND KITCHEN II,0.0,0
248,2013-01-08,HOME APPLIANCES,9.0,0
249,2013-01-08,HOME CARE,0.0,0
250,2013-01-08,LADIESWEAR,0.0,0
251,2013-01-08,LAWN AND GARDEN,96.0,0
252,2013-01-08,LINGERIE,484.0,0
253,2013-01-08,"LIQUOR,WINE,BEER",2009.0,0
254,2013-01-08,MAGAZINES,0.0,0
255,2013-01-08,MEATS,16200.32,0
256,2013-01-08,PERSONAL CARE,12109.0,0
257,2013-01-08,PET SUPPLIES,0.0,0
258,2013-01-08,PLAYERS AND ELECTRONICS,0.0,0
259,2013-01-08,POULTRY,8724.14,0
260,2013-01-08,PREPARED FOODS,3555.97,0
261,2013-01-08,PRODUCE,0.0,0
262,2013-01-08,SCHOOL AND OFFICE SUPPLIES,0.0,0
263,2013-01-08,SEAFOOD,1038.922,0
264,2013-01-09,AUTOMOTIVE,164.0,0
265,2013-01-09,BABY CARE,0.0,0
266,2013-01-09,BEAUTY,104.0,0
267,2013-01-09,BEVERAGES,47910.0,0
268,2013-01-09,BOOKS,0.0,0
269,2013-01-09,BREAD/BAKERY,16002.83,0
270,2013-01-09,CELEBRATION,0.0,0
271,2013-01-09,CLEANING,42958.0,0
272,2013-01-09,DAIRY,16250.0,0
273,2013-01-09,DELI,7817.085,0
274,2013-01-09,EGGS,5839.0,0
275,2013-01-09,FROZEN FOODS,3689.604,0
276,2013-01-09,GROCERY I,115871.0,0
277,2013-01-09,GROCERY II,844.0,0
278,2013-01-09,HARDWARE,38.0,0
279,2013-01-09,HOME AND KITCHEN I,0.0,0
280,2013-01-09,HOME AND KITCHEN II,0.0,0
281,2013-01-09,HOME APPLIANCES,11.0,0
282,2013-01-09,HOME CARE,0.0,0
283,2013-01-09,LADIESWEAR,0.0,0
284,2013-01-09,LAWN AND GARDEN,129.0,0
285,2013-01-09,LINGERIE,547.0,0
286,2013-01-09,"LIQUOR,WINE,BEER",2256.0,0
287,2013-01-09,MAGAZINES,0.0,0
288,2013-01-09,MEATS,19139.783,0
289,2013-01-09,PERSONAL CARE,9489.0,0
290,2013-01-09,PET SUPPLIES,0.0,0
291,2013-01-09,PLAYERS AND ELECTRONICS,0.0,0
292,2013-01-09,POULTRY,8488.299,0
293,2013-01-09,PREPARED FOODS,3994.9,0
294,2013-01-09,PRODUCE,0.0,0
295,2013-01-09,SCHOOL AND OFFICE SUPPLIES,0.0,0
296,2013-01-09,SEAFOOD,988.308,0
297,2013-01-10,AUTOMOTIVE,164.0,0
298,2013-01-10,BABY CARE,0.0,0
299,2013-01-10,BEAUTY,96.0,0
300,2013-01-10,BEVERAGES,42390.0,0
301,2013-01-10,BOOKS,0.0,0
302,2013-01-10,BREAD/BAKERY,14134.597,0
303,2013-01-10,CELEBRATION,0.0,0
304,2013-01-10,CLEANING,38621.0,0
305,2013-01-10,DAIRY,13557.0,0
306,2013-01-10,DELI,7350.518,0
307,2013-01-10,EGGS,4652.0,0
308,2013-01-10,FROZEN FOODS,2878.642,0
309,2013-01-10,GROCERY I,96200.0,0
310,2013-01-10,GROCERY II,706.0,0
311,2013-01-10,HARDWARE,58.0,0
312,2013-01-10,HOME AND KITCHEN I,0.0,0
313,2013-01-10,HOME AND KITCHEN II,0.0,0
314,2013-01-10,HOME APPLIANCES,6.0,0
315,2013-01-10,HOME CARE,0.0,0
316,2013-01-10,LADIESWEAR,0.0,0
317,2013-01-10,LAWN AND GARDEN,100.0,0
318,2013-01-10,LINGERIE,466.0,0
319,2013-01-10,"LIQUOR,WINE,BEER",2881.0,0
320,2013-01-10,MAGAZINES,0.0,0
321,2013-01-10,MEATS,15144.95,0
322,2013-01-10,PERSONAL CARE,7584.0,0
323,2013-01-10,PET SUPPLIES,0.0,0
324,2013-01-10,PLAYERS AND ELECTRONICS,0.0,0
325,2013-01-10,POULTRY,7398.101,0
326,2013-01-10,PREPARED FOODS,3674.2969,0
327,2013-01-10,PRODUCE,0.0,0
328,2013-01-10,SCHOOL AND OFFICE SUPPLIES,0.0,0
329,2013-01-10,SEAFOOD,919.898,0
330,2013-01-11,AUTOMOTIVE,162.0,0
331,2013-01-11,BABY CARE,0.0,0
332,2013-01-11,BEAUTY,95.0,0
333,2013-01-11,BEVERAGES,50793.0,0
334,2013-01-11,BOOKS,0.0,0
335,2013-01-11,BREAD/BAKERY,14579.76,0
336,2013-01-11,CELEBRATION,0.0,0
337,2013-01-11,CLEANING,38550.0,0
338,2013-01-11,DAIRY,15639.0,0
339,2013-01-11,DELI,8098.952,0
340,2013-01-11,EGGS,5383.0,0
341,2013-01-11,FROZEN FOODS,3661.803,0
342,2013-01-11,GROCERY I,103280.0,0
343,2013-01-11,GROCERY II,774.0,0
344,2013-01-11,HARDWARE,48.0,0
345,2013-01-11,HOME AND KITCHEN I,0.0,0
346,2013-01-11,HOME AND KITCHEN II,0.0,0
347,2013-01-11,HOME APPLIANCES,12.0,0
348,2013-01-11,HOME CARE,0.0,0
349,2013-01-11,LADIESWEAR,0.0,0
350,2013-01-11,LAWN AND GARDEN,166.0,0
351,2013-01-11,LINGERIE,462.0,0
352,2013-01-11,"LIQUOR,WINE,BEER",5044.0,0
353,2013-01-11,MAGAZINES,0.0,0
354,2013-01-11,MEATS,20400.725,0
355,2013-01-11,PERSONAL CARE,7729.0,0
356,2013-01-11,PET SUPPLIES,0.0,0
357,2013-01-11,PLAYERS AND ELECTRONICS,0.0,0
358,2013-01-11,POULTRY,9349.832,0
359,2013-01-11,PREPARED FOODS,4216.017,0
360,2013-01-11,PRODUCE,0.0,0
361,2013-01-11,SCHOOL AND OFFICE SUPPLIES,0.0,0
362,2013-01-11,SEAFOOD,1293.596,0
363,2013-01-12,AUTOMOTIVE,280.0,0
364,2013-01-12,BABY CARE,0.0,0
365,2013-01-12,BEAUTY,165.0,0
366,2013-01-12,BEVERAGES,72754.0,0
367,2013-01-12,BOOKS,0.0,0
368,2013-01-12,BREAD/BAKERY,20311.584,0
369,2013-01-12,CELEBRATION,0.0,0
370,2013-01-12,CLEANING,56040.0,0
371,2013-01-12,DAIRY,20530.0,0
372,2013-01-12,DELI,11571.687,0
373,2013-01-12,EGGS,7360.0,0
374,2013-01-12,FROZEN FOODS,4587.603,0
375,2013-01-12,GROCERY I,151025.0,0
376,2013-01-12,GROCERY II,1064.0,0
377,2013-01-12,HARDWARE,65.0,0
378,2013-01-12,HOME AND KITCHEN I,0.0,0
379,2013-01-12,HOME AND KITCHEN II,0.0,0
380,2013-01-12,HOME APPLIANCES,12.0,0
381,2013-01-12,HOME CARE,0.0,0
382,2013-01-12,LADIESWEAR,0.0,0
383,2013-01-12,LAWN AND GARDEN,223.0,0
384,2013-01-12,LINGERIE,660.0,0
385,2013-01-12,"LIQUOR,WINE,BEER",7246.0,0
386,2013-01-12,MAGAZINES,0.0,0
387,2013-01-12,MEATS,19029.047,0
388,2013-01-12,PERSONAL CARE,11617.0,0
389,2013-01-12,PET SUPPLIES,0.0,0
390,2013-01-12,PLAYERS AND ELECTRONICS,0.0,0
391,2013-01-12,POULTRY,11391.52,0
392,2013-01-12,PREPARED FOODS,5973.9478,0
393,2013-01-12,PRODUCE,0.0,0
394,2013-01-12,SCHOOL AND OFFICE SUPPLIES,0.0,0
395,2013-01-12,SEAFOOD,1351.824,0
396,2013-01-13,AUTOMOTIVE,326.0,0
397,2013-01-13,BABY CARE,0.0,0
398,2013-01-13,BEAUTY,228.0,0
399,2013-01-13,BEVERAGES,82854.0,0
400,2013-01-13,BOOKS,0.0,0
401,2013-01-13,BREAD/BAKERY,25426.018,0
402,2013-01-13,CELEBRATION,0.0,0
403,2013-01-13,CLEANING,61070.0,0
404,2013-01-13,DAIRY,21849.0,0
405,2013-01-13,DELI,14710.758,0
406,2013-01-13,EGGS,9927.0,0
407,2013-01-13,FROZEN FOODS,5212.579,0
408,2013-01-13,GROCERY I,183099.0,0
409,2013-01-13,GROCERY II,1083.0,0
410,2013-01-13,HARDWARE,63.0,0
411,2013-01-13,HOME AND KITCHEN I,0.0,0
412,2013-01-13,HOME AND KITCHEN II,0.0,0
413,2013-01-13,HOME APPLIANCES,14.0,0
414,2013-01-13,HOME CARE,0.0,0
415,2013-01-13,LADIESWEAR,0.0,0
416,2013-01-13,LAWN AND GARDEN,196.0,0
417,2013-01-13,LINGERIE,914.0,0
418,2013-01-13,"LIQUOR,WINE,BEER",0.0,0
419,2013-01-13,MAGAZINES,0.0,0
420,2013-01-13,MEATS,20346.385,0
421,2013-01-13,PERSONAL CARE,14566.0,0
422,2013-01-13,PET SUPPLIES,0.0,0
423,2013-01-13,PLAYERS AND ELECTRONICS,0.0,0
424,2013-01-13,POULTRY,14662.883,0
425,2013-01-13,PREPARED FOODS,6458.0,0
426,2013-01-13,PRODUCE,0.0,0
427,2013-01-13,SCHOOL AND OFFICE SUPPLIES,0.0,0
428,2013-01-13,SEAFOOD,1632.926,0
429,2013-01-14,AUTOMOTIVE,162.0,0
430,2013-01-14,BABY CARE,0.0,0
431,2013-01-14,BEAUTY,89.0,0
432,2013-01-14,BEVERAGES,50195.0,0
433,2013-01-14,BOOKS,0.0,0
434,2013-01-14,BREAD/BAKERY,17028.453,0
435,2013-01-14,CELEBRATION,0.0,0
436,2013-01-14,CLEANING,41137.0,0
437,2013-01-14,DAIRY,14780.0,0
438,2013-01-14,DELI,8669.634,0
439,2013-01-14,EGGS,5948.0,0
440,2013-01-14,FROZEN FOODS,3309.226,0
441,2013-01-14,GROCERY I,112128.0,0
442,2013-01-14,GROCERY II,718.0,0
443,2013-01-14,HARDWARE,31.0,0
444,2013-01-14,HOME AND KITCHEN I,0.0,0
445,2013-01-14,HOME AND KITCHEN II,0.0,0
446,2013-01-14,HOME APPLIANCES,4.0,0
447,2013-01-14,HOME CARE,0.0,0
448,2013-01-14,LADIESWEAR,0.0,0
449,2013-01-14,LAWN AND GARDEN,71.0,0
450,2013-01-14,LINGERIE,701.0,0
451,2013-01-14,"LIQUOR,WINE,BEER",1869.0,0
452,2013-01-14,MAGAZINES,0.0,0
453,2013-01-14,MEATS,15157.171,0
454,2013-01-14,PERSONAL CARE,8259.0,0
455,2013-01-14,PET SUPPLIES,0.0,0
456,2013-01-14,PLAYERS AND ELECTRONICS,0.0,0
457,2013-01-14,POULTRY,8381.717,0
458,2013-01-14,PREPARED FOODS,3713.272,0
459,2013-01-14,PRODUCE,0.0,0
460,2013-01-14,SCHOOL AND OFFICE SUPPLIES,0.0,0
461,2013-01-14,SEAFOOD,996.89,0
462,2013-01-15,AUTOMOTIVE,165.0,0
463,2013-01-15,BABY CARE,0.0,0
464,2013-01-15,BEAUTY,110.0,0
465,2013-01-15,BEVERAGES,46604.0,0
466,2013-01-15,BOOKS,0.0,0
467,2013-01-15,BREAD/BAKERY,16764.117,0
468,2013-01-15,CELEBRATION,0.0,0
469,2013-01-15,CLEANING,41274.0,0
470,2013-01-15,DAIRY,14908.0,0
471,2013-01-15,DELI,8709.623,0
472,2013-01-15,EGGS,5680.0,0
473,2013-01-15,FROZEN FOODS,3185.78,0
474,2013-01-15,GROCERY I,114578.0,0
475,2013-01-15,GROCERY II,755.0,0
476,2013-01-15,HARDWARE,51.0,0
477,2013-01-15,HOME AND KITCHEN I,0.0,0
478,2013-01-15,HOME AND KITCHEN II,0.0,0
479,2013-01-15,HOME APPLIANCES,6.0,0
480,2013-01-15,HOME CARE,0.0,0
481,2013-01-15,LADIESWEAR,0.0,0
482,2013-01-15,LAWN AND GARDEN,106.0,0
483,2013-01-15,LINGERIE,612.0,0
484,2013-01-15,"LIQUOR,WINE,BEER",1855.0,0
485,2013-01-15,MAGAZINES,0.0,0
486,2013-01-15,MEATS,21466.086,0
487,2013-01-15,PERSONAL CARE,8790.0,0
488,2013-01-15,PET SUPPLIES,0.0,0
489,2013-01-15,PLAYERS AND ELECTRONICS,0.0,0
490,2013-01-15,POULTRY,8715.746,0
491,2013-01-15,PREPARED FOODS,3801.5461,0
492,2013-01-15,PRODUCE,0.0,0
493,2013-01-15,SCHOOL AND OFFICE SUPPLIES,0.0,0
494,2013-01-15,SEAFOOD,992.65,0
495,2013-01-16,AUTOMOTIVE,171.0,0
496,2013-01-16,BABY CARE,0.0,0
497,2013-01-16,BEAUTY,139.0,0
498,2013-01-16,BEVERAGES,49122.0,0
499,2013-01-16,BOOKS,0.0,0
500,2013-01-16,BREAD/BAKERY,17517.783,0
501,2013-01-16,CELEBRATION,0.0,0
502,2013-01-16,CLEANING,45278.0,0
503,2013-01-16,DAIRY,17875.0,0
504,2013-01-16,DELI,8708.053,0
505,2013-01-16,EGGS,6460.0,0
506,2013-01-16,FROZEN FOODS,3725.716,0
507,2013-01-16,GROCERY I,124276.0,0
508,2013-01-16,GROCERY II,704.0,0
509,2013-01-16,HARDWARE,60.0,0
510,2013-01-16,HOME AND KITCHEN I,0.0,0
511,2013-01-16,HOME AND KITCHEN II,0.0,0
512,2013-01-16,HOME APPLIANCES,3.0,0
513,2013-01-16,HOME CARE,0.0,0
514,2013-01-16,LADIESWEAR,0.0,0
515,2013-01-16,LAWN AND GARDEN,170.0,0
516,2013-01-16,LINGERIE,607.0,0
517,2013-01-16,"LIQUOR,WINE,BEER",2484.0,0
518,2013-01-16,MAGAZINES,0.0,0
519,2013-01-16,MEATS,16758.848,0
520,2013-01-16,PERSONAL CARE,9366.0,0
521,2013-01-16,PET SUPPLIES,0.0,0
522,2013-01-16,PLAYERS AND ELECTRONICS,0.0,0
523,2013-01-16,POULTRY,9081.146,0
524,2013-01-16,PREPARED FOODS,4629.746,0
525,2013-01-16,PRODUCE,0.0,0
526,2013-01-16,SCHOOL AND OFFICE SUPPLIES,0.0,0
527,2013-01-16,SEAFOOD,1211.623,0
528,2013-01-17,AUTOMOTIVE,192.0,0
529,2013-01-17,BABY CARE,0.0,0
530,2013-01-17,BEAUTY,116.0,0
531,2013-01-17,BEVERAGES,41646.0,0
532,2013-01-17,BOOKS,0.0,0
533,2013-01-17,BREAD/BAKERY,15154.472,0
534,2013-01-17,CELEBRATION,0.0,0
535,2013-01-17,CLEANING,37144.0,0
536,2013-01-17,DAIRY,14384.0,0
537,2013-01-17,DELI,7954.462,0
538,2013-01-17,EGGS,4895.0,0
539,2013-01-17,FROZEN FOODS,3006.748,0
540,2013-01-17,GROCERY I,103443.0,0
541,2013-01-17,GROCERY II,783.0,0
542,2013-01-17,HARDWARE,51.0,0
543,2013-01-17,HOME AND KITCHEN I,0.0,0
544,2013-01-17,HOME AND KITCHEN II,0.0,0
545,2013-01-17,HOME APPLIANCES,3.0,0
546,2013-01-17,HOME CARE,0.0,0
547,2013-01-17,LADIESWEAR,0.0,0
548,2013-01-17,LAWN AND GARDEN,97.0,0
549,2013-01-17,LINGERIE,552.0,0
550,2013-01-17,"LIQUOR,WINE,BEER",2603.0,0
551,2013-01-17,MAGAZINES,0.0,0
552,2013-01-17,MEATS,15596.24,0
553,2013-01-17,PERSONAL CARE,7503.0,0
554,2013-01-17,PET SUPPLIES,0.0,0
555,2013-01-17,PLAYERS AND ELECTRONICS,0.0,0
556,2013-01-17,POULTRY,7620.59,0
557,2013-01-17,PREPARED FOODS,3824.448,0
558,2013-01-17,PRODUCE,0.0,0
559,2013-01-17,SCHOOL AND OFFICE SUPPLIES,0.0,0
560,2013-01-17,SEAFOOD,929.556,0
561,2013-01-18,AUTOMOTIVE,170.0,0
562,2013-01-18,BABY CARE,0.0,0
563,2013-01-18,BEAUTY,89.0,0
564,2013-01-18,BEVERAGES,50245.0,0
565,2013-01-18,BOOKS,0.0,0
566,2013-01-18,BREAD/BAKERY,15811.886,0
567,2013-01-18,CELEBRATION,0.0,0
568,2013-01-18,CLEANING,40049.0,0
