,date,city,sales,onpromotion
69,2013-01-04,Chillan,0.0,0
70,2013-01-04,Concepcion,39458.85266113281,0
71,2013-01-04,Copiapo,4825.64697265625,0
72,2013-01-04,Coquimbo,6107.6357421875,0
73,2013-01-04,Coyhaique,0.0,0
74,2013-01-04,Curico,4844.35400390625,0
75,2013-01-04,Iquique,0.0,0
76,2013-01-04,La Serena,7419.1591796875,0
77,2013-01-04,Linares,2406.925048828125,0
78,2013-01-04,Los Angeles,4282.11181640625,0
79,2013-01-04,Osorno,12171.998046875,0
80,2013-01-04,Puerto Montt,7933.536865234375,0
81,2013-01-04,Punta Arenas,3266.966064453125,0
82,2013-01-04,Rancagua,4586.4658203125,0
83,2013-01-04,Santiago,190918.76806640625,0
84,2013-01-04,Talca,7433.77294921875,0
85,2013-01-04,Temuco,11964.63232421875,0
86,2013-01-04,Valdivia,5777.68896484375,0
87,2013-01-04,Valparaiso-Vina del mar,14559.98828125,0
88,2013-01-05,Antofagasta,23971.365234375,0
89,2013-01-05,Arica,4328.884765625,0
90,2013-01-05,Calama,6363.82080078125,0
91,2013-01-05,Chillan,0.0,0
92,2013-01-05,Concepcion,51145.212890625,0
93,2013-01-05,Copiapo,5694.05615234375,0
94,2013-01-05,Coquimbo,5875.18896484375,0
95,2013-01-05,Coyhaique,0.0,0
96,2013-01-05,Curico,5817.52587890625,0
97,2013-01-05,Iquique,0.0,0
98,2013-01-05,La Serena,10009.287109375,0
99,2013-01-05,Linares,2981.362060546875,0
100,2013-01-05,Los Angeles,5981.77490234375,0
101,2013-01-05,Osorno,14763.048828125,0
102,2013-01-05,Puerto Montt,11283.89990234375,0
103,2013-01-05,Punta Arenas,4394.548828125,0
104,2013-01-05,Rancagua,6731.60693359375,0
105,2013-01-05,Santiago,265459.37158203125,0
106,2013-01-05,Talca,9842.55078125,0
107,2013-01-05,Temuco,14207.25244140625,0
108,2013-01-05,Valdivia,7974.62109375,0
109,2013-01-05,Valparaiso-Vina del mar,20524.740234375,0
110,2013-01-06,Antofagasta,22064.32470703125,0
111,2013-01-06,Arica,4978.98681640625,0
112,2013-01-06,Calama,4313.3779296875,0
113,2013-01-06,Chillan,0.0,0
114,2013-01-06,Concepcion,52015.990966796875,0
115,2013-01-06,Copiapo,5224.990234375,0
116,2013-01-06,Coquimbo,7957.27490234375,0
117,2013-01-06,Coyhaique,0.0,0
118,2013-01-06,Curico,3201.69482421875,0
119,2013-01-06,Iquique,0.0,0
120,2013-01-06,La Serena,11604.15673828125,0
121,2013-01-06,Linares,2485.14990234375,0
122,2013-01-06,Los Angeles,7484.56298828125,0
123,2013-01-06,Osorno,15739.2763671875,0
124,2013-01-06,Puerto Montt,10314.2041015625,0
125,2013-01-06,Punta Arenas,6330.2958984375,0
126,2013-01-06,Rancagua,8491.4912109375,0
127,2013-01-06,Santiago,304714.4658203125,0
128,2013-01-06,Talca,11317.935546875,0
129,2013-01-06,Temuco,18386.83154296875,0
130,2013-01-06,Valdivia,4856.51318359375,0
131,2013-01-06,Valparaiso-Vina del mar,18213.876953125,0
132,2013-01-07,Antofagasta,18280.845703125,0
133,2013-01-07,Arica,4309.2470703125,0
134,2013-01-07,Calama,3858.208984375,0
135,2013-01-07,Chillan,0.0,0
136,2013-01-07,Concepcion,37664.7421875,0
137,2013-01-07,Copiapo,4923.90478515625,0
138,2013-01-07,Coquimbo,5112.126953125,0
139,2013-01-07,Coyhaique,0.0,0
140,2013-01-07,Curico,2783.97802734375,0
141,2013-01-07,Iquique,0.0,0
142,2013-01-07,La Serena,7790.22705078125,0
143,2013-01-07,Linares,2094.506103515625,0
144,2013-01-07,Los Angeles,5349.98486328125,0
145,2013-01-07,Osorno,10902.779296875,0
146,2013-01-07,Puerto Montt,7924.45703125,0
147,2013-01-07,Punta Arenas,4641.0009765625,0
148,2013-01-07,Rancagua,4832.52294921875,0
149,2013-01-07,Santiago,179125.06201171875,0
150,2013-01-07,Talca,6264.2490234375,0
151,2013-01-07,Temuco,11294.72216796875,0
152,2013-01-07,Valdivia,5577.955078125,0
153,2013-01-07,Valparaiso-Vina del mar,13392.28173828125,0
154,2013-01-08,Antofagasta,14555.47412109375,0
155,2013-01-08,Arica,3903.739013671875,0
156,2013-01-08,Calama,4517.11181640625,0
157,2013-01-08,Chillan,0.0,0
158,2013-01-08,Concepcion,35704.264404296875,0
159,2013-01-08,Copiapo,4450.31689453125,0
160,2013-01-08,Coquimbo,4823.2001953125,0
161,2013-01-08,Coyhaique,0.0,0
162,2013-01-08,Curico,2884.283935546875,0
163,2013-01-08,Iquique,0.0,0
164,2013-01-08,La Serena,8331.347900390625,0
165,2013-01-08,Linares,2113.618896484375,0
166,2013-01-08,Los Angeles,4684.52099609375,0
167,2013-01-08,Osorno,10182.0830078125,0
168,2013-01-08,Puerto Montt,9889.56884765625,0
169,2013-01-08,Punta Arenas,2634.464111328125,0
170,2013-01-08,Rancagua,4575.52685546875,0
171,2013-01-08,Santiago,170013.83959960938,0
172,2013-01-08,Talca,5020.82177734375,0
173,2013-01-08,Temuco,11010.56103515625,0
174,2013-01-08,Valdivia,5424.65576171875,0
175,2013-01-08,Valparaiso-Vina del mar,13628.37890625,0
176,2013-01-09,Antofagasta,17229.822265625,0
177,2013-01-09,Arica,3731.60302734375,0
178,2013-01-09,Calama,3397.5419921875,0
179,2013-01-09,Chillan,0.0,0
180,2013-01-09,Concepcion,38166.71691894531,0
181,2013-01-09,Copiapo,3580.1640625,0
182,2013-01-09,Coquimbo,3847.153076171875,0
183,2013-01-09,Coyhaique,0.0,0
184,2013-01-09,Curico,3565.638916015625,0
185,2013-01-09,Iquique,0.0,0
186,2013-01-09,La Serena,6366.307861328125,0
187,2013-01-09,Linares,1823.7540283203125,0
188,2013-01-09,Los Angeles,4062.9580078125,0
189,2013-01-09,Osorno,9405.8154296875,0
190,2013-01-09,Puerto Montt,6860.8330078125,0
191,2013-01-09,Punta Arenas,2656.27490234375,0
192,2013-01-09,Rancagua,4551.22412109375,0
193,2013-01-09,Santiago,158930.38330078125,0
194,2013-01-09,Talca,6236.669921875,0
195,2013-01-09,Temuco,10411.43798828125,0
196,2013-01-09,Valdivia,4927.5419921875,0
197,2013-01-09,Valparaiso-Vina del mar,12778.9677734375,0
198,2013-01-10,Antofagasta,12169.35595703125,0
199,2013-01-10,Arica,3516.8359375,0
200,2013-01-10,Calama,3295.2509765625,0
201,2013-01-10,Chillan,0.0,0
202,2013-01-10,Concepcion,33395.38427734375,0
203,2013-01-10,Copiapo,4116.85888671875,0
204,2013-01-10,Coquimbo,4056.2490234375,0
205,2013-01-10,Coyhaique,0.0,0
206,2013-01-10,Curico,2673.93408203125,0
207,2013-01-10,Iquique,0.0,0
208,2013-01-10,La Serena,5855.741943359375,0
209,2013-01-10,Linares,1621.572021484375,0
210,2013-01-10,Los Angeles,3212.466064453125,0
211,2013-01-10,Osorno,9524.2587890625,0
212,2013-01-10,Puerto Montt,6697.697998046875,0
213,2013-01-10,Punta Arenas,2548.820068359375,0
214,2013-01-10,Rancagua,4091.22216796875,0
215,2013-01-10,Santiago,132187.65625,0
216,2013-01-10,Talca,4742.98095703125,0
217,2013-01-10,Temuco,9448.10595703125,0
218,2013-01-10,Valdivia,4138.837890625,0
219,2013-01-10,Valparaiso-Vina del mar,11688.77294921875,0
220,2013-01-11,Antofagasta,13043.71044921875,0
221,2013-01-11,Arica,4071.887939453125,0
222,2013-01-11,Calama,3936.345947265625,0
223,2013-01-11,Chillan,0.0,0
224,2013-01-11,Concepcion,36764.63232421875,0
225,2013-01-11,Copiapo,3602.580078125,0
226,2013-01-11,Coquimbo,4162.57421875,0
227,2013-01-11,Coyhaique,0.0,0
228,2013-01-11,Curico,4794.14794921875,0
229,2013-01-11,Iquique,0.0,0
230,2013-01-11,La Serena,6557.583984375,0
231,2013-01-11,Linares,1693.4869384765625,0
232,2013-01-11,Los Angeles,4040.157958984375,0
233,2013-01-11,Osorno,8173.34130859375,0
234,2013-01-11,Puerto Montt,6547.552734375,0
235,2013-01-11,Punta Arenas,2898.904052734375,0
236,2013-01-11,Rancagua,3763.134033203125,0
237,2013-01-11,Santiago,154155.375,0
238,2013-01-11,Talca,6211.3759765625,0
239,2013-01-11,Temuco,9689.778564453125,0
240,2013-01-11,Valdivia,4531.39013671875,0
241,2013-01-11,Valparaiso-Vina del mar,11099.72607421875,0
242,2013-01-12,Antofagasta,20149.78076171875,0
243,2013-01-12,Arica,3894.4169921875,0
244,2013-01-12,Calama,4824.0048828125,0
245,2013-01-12,Chillan,0.0,0
246,2013-01-12,Concepcion,45719.203125,0
247,2013-01-12,Copiapo,4787.2587890625,0
248,2013-01-12,Coquimbo,6299.79296875,0
249,2013-01-12,Coyhaique,0.0,0
250,2013-01-12,Curico,7036.22314453125,0
251,2013-01-12,Iquique,0.0,0
252,2013-01-12,La Serena,9196.81640625,0
253,2013-01-12,Linares,3247.009033203125,0
254,2013-01-12,Los Angeles,5226.36181640625,0
255,2013-01-12,Osorno,12142.970703125,0
256,2013-01-12,Puerto Montt,10260.404296875,0
257,2013-01-12,Punta Arenas,4248.14599609375,0
258,2013-01-12,Rancagua,6831.97802734375,0
259,2013-01-12,Santiago,213284.3662109375,0
260,2013-01-12,Talca,8617.24609375,0
261,2013-01-12,Temuco,11465.705078125,0
262,2013-01-12,Valdivia,7193.64501953125,0
263,2013-01-12,Valparaiso-Vina del mar,18832.8828125,0
264,2013-01-13,Antofagasta,21845.080078125,0
265,2013-01-13,Arica,4636.87890625,0
266,2013-01-13,Calama,4878.02197265625,0
267,2013-01-13,Chillan,0.0,0
268,2013-01-13,Concepcion,51165.635498046875,0
269,2013-01-13,Copiapo,4061.468994140625,0
270,2013-01-13,Coquimbo,8238.796875,0
271,2013-01-13,Coyhaique,0.0,0
272,2013-01-13,Curico,3174.2041015625,0
273,2013-01-13,Iquique,0.0,0
274,2013-01-13,La Serena,11555.55322265625,0
275,2013-01-13,Linares,2249.969970703125,0
276,2013-01-13,Los Angeles,6123.216796875,0
277,2013-01-13,Osorno,12111.4951171875,0
278,2013-01-13,Puerto Montt,9395.070068359375,0
279,2013-01-13,Punta Arenas,6442.84716796875,0
280,2013-01-13,Rancagua,9239.8310546875,0
281,2013-01-13,Santiago,263163.72802734375,0
282,2013-01-13,Talca,10035.7880859375,0
283,2013-01-13,Temuco,16514.53125,0
284,2013-01-13,Valdivia,4927.328125,0
285,2013-01-13,Valparaiso-Vina del mar,14879.107421875,0
286,2013-01-14,Antofagasta,13790.10888671875,0
287,2013-01-14,Arica,3534.177978515625,0
288,2013-01-14,Calama,3820.14208984375,0
289,2013-01-14,Chillan,0.0,0
290,2013-01-14,Concepcion,36213.200927734375,0
291,2013-01-14,Copiapo,4425.923828125,0
292,2013-01-14,Coquimbo,5029.74365234375,0
293,2013-01-14,Coyhaique,0.0,0
294,2013-01-14,Curico,3156.05615234375,0
295,2013-01-14,Iquique,0.0,0
296,2013-01-14,La Serena,7471.65185546875,0
297,2013-01-14,Linares,2109.89208984375,0
298,2013-01-14,Los Angeles,4427.27197265625,0
299,2013-01-14,Osorno,8460.259765625,0
300,2013-01-14,Puerto Montt,7455.97705078125,0
301,2013-01-14,Punta Arenas,3394.264892578125,0
302,2013-01-14,Rancagua,4827.2021484375,0
303,2013-01-14,Santiago,151907.107421875,0
304,2013-01-14,Talca,5942.52685546875,0
305,2013-01-14,Temuco,10346.55810546875,0
306,2013-01-14,Valdivia,5336.43212890625,0
307,2013-01-14,Valparaiso-Vina del mar,11699.86572265625,0
308,2013-01-15,Antofagasta,18764.494140625,0
309,2013-01-15,Arica,3689.283935546875,0
310,2013-01-15,Calama,3106.68994140625,0
311,2013-01-15,Chillan,0.0,0
312,2013-01-15,Concepcion,37981.17724609375,0
313,2013-01-15,Copiapo,3736.047119140625,0
314,2013-01-15,Coquimbo,5492.10595703125,0
315,2013-01-15,Coyhaique,0.0,0
316,2013-01-15,Curico,3005.575927734375,0
317,2013-01-15,Iquique,0.0,0
318,2013-01-15,La Serena,7707.78125,0
319,2013-01-15,Linares,2539.785888671875,0
320,2013-01-15,Los Angeles,4646.01025390625,0
321,2013-01-15,Osorno,9064.255859375,0
322,2013-01-15,Puerto Montt,7769.3837890625,0
323,2013-01-15,Punta Arenas,3225.448974609375,0
324,2013-01-15,Rancagua,4514.51416015625,0
325,2013-01-15,Santiago,150050.72534179688,0
326,2013-01-15,Talca,5056.75830078125,0
327,2013-01-15,Temuco,10893.73779296875,0
328,2013-01-15,Valdivia,4770.31103515625,0
329,2013-01-15,Valparaiso-Vina del mar,13115.4609375,0
330,2013-01-16,Antofagasta,15472.29248046875,0
331,2013-01-16,Arica,3415.5791015625,0
332,2013-01-16,Calama,3307.451904296875,0
333,2013-01-16,Chillan,0.0,0
334,2013-01-16,Concepcion,41022.608154296875,0
335,2013-01-16,Copiapo,4319.94482421875,0
336,2013-01-16,Coquimbo,4025.657958984375,0
337,2013-01-16,Coyhaique,0.0,0
338,2013-01-16,Curico,3854.699951171875,0
339,2013-01-16,Iquique,0.0,0
340,2013-01-16,La Serena,6988.963134765625,0
341,2013-01-16,Linares,2168.9560546875,0
342,2013-01-16,Los Angeles,4688.10498046875,0
343,2013-01-16,Osorno,8349.78515625,0
344,2013-01-16,Puerto Montt,6305.375244140625,0
345,2013-01-16,Punta Arenas,2490.9150390625,0
346,2013-01-16,Rancagua,5210.39599609375,0
347,2013-01-16,Santiago,173629.16088867188,0
348,2013-01-16,Talca,5681.72216796875,0
349,2013-01-16,Temuco,10177.97900390625,0
350,2013-01-16,Valdivia,4254.09521484375,0
351,2013-01-16,Valparaiso-Vina del mar,12984.22900390625,0
352,2013-01-17,Antofagasta,12261.373046875,0
353,2013-01-17,Arica,3431.7080078125,0
354,2013-01-17,Calama,3072.528076171875,0
355,2013-01-17,Chillan,0.0,0
356,2013-01-17,Concepcion,38546.99169921875,0
357,2013-01-17,Copiapo,3785.2109375,0
358,2013-01-17,Coquimbo,4589.044921875,0
359,2013-01-17,Coyhaique,0.0,0
360,2013-01-17,Curico,2616.904052734375,0
361,2013-01-17,Iquique,0.0,0
362,2013-01-17,La Serena,6537.56494140625,0
363,2013-01-17,Linares,1909.5770263671875,0
364,2013-01-17,Los Angeles,4097.7939453125,0
365,2013-01-17,Osorno,8179.53173828125,0
366,2013-01-17,Puerto Montt,6475.426025390625,0
367,2013-01-17,Punta Arenas,2680.214111328125,0
368,2013-01-17,Rancagua,4310.2529296875,0
369,2013-01-17,Santiago,135847.3173828125,0
370,2013-01-17,Talca,4979.51513671875,0
371,2013-01-17,Temuco,9530.9970703125,0
372,2013-01-17,Valdivia,3936.94384765625,0
373,2013-01-17,Valparaiso-Vina del mar,10709.6201171875,0
374,2013-01-18,Antofagasta,12229.310546875,0
375,2013-01-18,Arica,4190.81396484375,0
376,2013-01-18,Calama,3335.402099609375,0
377,2013-01-18,Chillan,0.0,0
378,2013-01-18,Concepcion,37774.972900390625,0
379,2013-01-18,Copiapo,3339.833984375,0
380,2013-01-18,Coquimbo,4163.02294921875,0
381,2013-01-18,Coyhaique,0.0,0
382,2013-01-18,Curico,5695.5458984375,0
383,2013-01-18,Iquique,0.0,0
384,2013-01-18,La Serena,6456.876953125,0
385,2013-01-18,Linares,2030.218994140625,0
386,2013-01-18,Los Angeles,2839.087158203125,0
387,2013-01-18,Osorno,8592.0068359375,0
388,2013-01-18,Puerto Montt,7009.860107421875,0
389,2013-01-18,Punta Arenas,2890.447998046875,0
390,2013-01-18,Rancagua,4261.03515625,0
391,2013-01-18,Santiago,160137.06713867188,0
392,2013-01-18,Talca,6302.84521484375,0
393,2013-01-18,Temuco,9210.1376953125,0
394,2013-01-18,Valdivia,4178.77099609375,0
395,2013-01-18,Valparaiso-Vina del mar,11493.591796875,0
396,2013-01-19,Antofagasta,20573.7451171875,0
397,2013-01-19,Arica,4331.828125,0
398,2013-01-19,Calama,5905.27490234375,0
399,2013-01-19,Chillan,0.0,0
400,2013-01-19,Concepcion,49853.467041015625,0
401,2013-01-19,Copiapo,4790.9150390625,0
402,2013-01-19,Coquimbo,7625.02685546875,0
403,2013-01-19,Coyhaique,0.0,0
404,2013-01-19,Curico,7456.02197265625,0
405,2013-01-19,Iquique,0.0,0
406,2013-01-19,La Serena,9512.2822265625,0
407,2013-01-19,Linares,3464.77294921875,0
408,2013-01-19,Los Angeles,6030.9892578125,0
409,2013-01-19,Osorno,12151.4833984375,0
410,2013-01-19,Puerto Montt,9800.56494140625,0
411,2013-01-19,Punta Arenas,4243.99609375,0
412,2013-01-19,Rancagua,6380.84716796875,0
413,2013-01-19,Santiago,234191.607421875,0
414,2013-01-19,Talca,9325.1142578125,0
415,2013-01-19,Temuco,12200.42333984375,0
416,2013-01-19,Valdivia,7337.322265625,0
417,2013-01-19,Valparaiso-Vina del mar,17284.169921875,0
418,2013-01-20,Antofagasta,21309.2138671875,0
419,2013-01-20,Arica,4130.10498046875,0
420,2013-01-20,Calama,4869.97705078125,0
421,2013-01-20,Chillan,0.0,0
422,2013-01-20,Concepcion,46650.656494140625,0
423,2013-01-20,Copiapo,4036.865966796875,0
424,2013-01-20,Coquimbo,7377.24609375,0
425,2013-01-20,Coyhaique,0.0,0
426,2013-01-20,Curico,3495.27197265625,0
427,2013-01-20,Iquique,0.0,0
428,2013-01-20,La Serena,10529.0869140625,0
429,2013-01-20,Linares,2715.3798828125,0
430,2013-01-20,Los Angeles,6573.67919921875,0
431,2013-01-20,Osorno,12349.041015625,0
432,2013-01-20,Puerto Montt,8677.564208984375,0
433,2013-01-20,Punta Arenas,5979.2158203125,0
434,2013-01-20,Rancagua,8648.880859375,0
435,2013-01-20,Santiago,266886.6774902344,0
436,2013-01-20,Talca,9853.841796875,0
437,2013-01-20,Temuco,16211.830078125,0
438,2013-01-20,Valdivia,4517.0498046875,0
439,2013-01-20,Valparaiso-Vina del mar,16280.796875,0
440,2013-01-21,Antofagasta,14990.19482421875,0
441,2013-01-21,Arica,3919.805908203125,0
442,2013-01-21,Calama,4031.113037109375,0
443,2013-01-21,Chillan,0.0,0
444,2013-01-21,Concepcion,35482.06994628906,0
445,2013-01-21,Copiapo,5110.3779296875,0
446,2013-01-21,Coquimbo,5612.876953125,0
447,2013-01-21,Coyhaique,0.0,0
448,2013-01-21,Curico,3768.027099609375,0
449,2013-01-21,Iquique,0.0,0
450,2013-01-21,La Serena,8274.583740234375,0
451,2013-01-21,Linares,2048.62890625,0
452,2013-01-21,Los Angeles,5008.0322265625,0
453,2013-01-21,Osorno,9922.5361328125,0
454,2013-01-21,Puerto Montt,7606.35009765625,0
455,2013-01-21,Punta Arenas,3612.73291015625,0
456,2013-01-21,Rancagua,5031.88720703125,0
457,2013-01-21,Santiago,162271.90283203125,0
458,2013-01-21,Talca,5420.47900390625,0
459,2013-01-21,Temuco,10358.71435546875,0
460,2013-01-21,Valdivia,6231.73095703125,0
461,2013-01-21,Valparaiso-Vina del mar,12509.22216796875,0
462,2013-01-22,Antofagasta,13981.37841796875,0
463,2013-01-22,Arica,3419.59912109375,0
464,2013-01-22,Calama,3247.135986328125,0
465,2013-01-22,Chillan,0.0,0
466,2013-01-22,Concepcion,34253.02380371094,0
467,2013-01-22,Copiapo,4239.89599609375,0
468,2013-01-22,Coquimbo,4620.76416015625,0
469,2013-01-22,Coyhaique,0.0,0
470,2013-01-22,Curico,3270.97802734375,0
471,2013-01-22,Iquique,0.0,0
472,2013-01-22,La Serena,7069.18310546875,0
473,2013-01-22,Linares,2154.5,0
474,2013-01-22,Los Angeles,5180.10498046875,0
475,2013-01-22,Osorno,8682.7646484375,0
476,2013-01-22,Puerto Montt,7836.14990234375,0
477,2013-01-22,Punta Arenas,3161.51611328125,0
478,2013-01-22,Rancagua,4277.57373046875,0
479,2013-01-22,Santiago,158671.90258789062,0
480,2013-01-22,Talca,4777.85400390625,0
481,2013-01-22,Temuco,10213.06298828125,0
482,2013-01-22,Valdivia,4868.45703125,0
483,2013-01-22,Valparaiso-Vina del mar,12288.884765625,0
484,2013-01-23,Antofagasta,13950.3095703125,0
485,2013-01-23,Arica,3581.01416015625,0
486,2013-01-23,Calama,3706.375,0
487,2013-01-23,Chillan,0.0,0
488,2013-01-23,Concepcion,35895.72399902344,0
489,2013-01-23,Copiapo,3871.823974609375,0
490,2013-01-23,Coquimbo,3636.054931640625,0
491,2013-01-23,Coyhaique,0.0,0
492,2013-01-23,Curico,4528.5849609375,0
493,2013-01-23,Iquique,0.0,0
494,2013-01-23,La Serena,6194.885009765625,0
495,2013-01-23,Linares,1931.2349853515625,0
496,2013-01-23,Los Angeles,3833.89208984375,0
497,2013-01-23,Osorno,8040.97119140625,0
498,2013-01-23,Puerto Montt,6737.324951171875,0
499,2013-01-23,Punta Arenas,2294.506103515625,0
500,2013-01-23,Rancagua,4565.244140625,0
501,2013-01-23,Santiago,148666.47827148438,0
502,2013-01-23,Talca,5571.2021484375,0
503,2013-01-23,Temuco,9769.58203125,0
504,2013-01-23,Valdivia,4327.05517578125,0
505,2013-01-23,Valparaiso-Vina del mar,12156.189453125,0
506,2013-01-24,Antofagasta,13116.095703125,0
507,2013-01-24,Arica,3361.2470703125,0
508,2013-01-24,Calama,2852.532958984375,0
509,2013-01-24,Chillan,0.0,0
510,2013-01-24,Concepcion,33030.759033203125,0
511,2013-01-24,Copiapo,3368.091064453125,0
512,2013-01-24,Coquimbo,3980.055908203125,0
513,2013-01-24,Coyhaique,0.0,0
514,2013-01-24,Curico,3562.14111328125,0
515,2013-01-24,Iquique,0.0,0
516,2013-01-24,La Serena,5876.007080078125,0
517,2013-01-24,Linares,1969.5399169921875,0
518,2013-01-24,Los Angeles,3740.05712890625,0
519,2013-01-24,Osorno,8616.001953125,0
520,2013-01-24,Puerto Montt,8013.385009765625,0
521,2013-01-24,Punta Arenas,2215.570068359375,0
522,2013-01-24,Rancagua,4086.6689453125,0
523,2013-01-24,Santiago,120942.10278320312,0
524,2013-01-24,Talca,4414.89208984375,0
525,2013-01-24,Temuco,9370.30810546875,0
526,2013-01-24,Valdivia,4150.47900390625,0
527,2013-01-24,Valparaiso-Vina del mar,10579.755859375,0
528,2013-01-25,Antofagasta,12670.796630859375,0
529,2013-01-25,Arica,3873.572998046875,0
530,2013-01-25,Calama,4179.02197265625,0
531,2013-01-25,Chillan,0.0,0
532,2013-01-25,Concepcion,38630.919921875,0
533,2013-01-25,Copiapo,3380.056884765625,0
534,2013-01-25,Coquimbo,5441.90869140625,0
535,2013-01-25,Coyhaique,0.0,0
536,2013-01-25,Curico,5698.5908203125,0
537,2013-01-25,Iquique,0.0,0
538,2013-01-25,La Serena,6394.8359375,0
539,2013-01-25,Linares,2671.05810546875,0
540,2013-01-25,Los Angeles,3318.359130859375,0
541,2013-01-25,Osorno,8598.4267578125,0
542,2013-01-25,Puerto Montt,6893.159912109375,0
543,2013-01-25,Punta Arenas,2243.2060546875,0
544,2013-01-25,Rancagua,4160.4189453125,0
545,2013-01-25,Santiago,151524.38500976562,0
546,2013-01-25,Talca,5486.83984375,0
547,2013-01-25,Temuco,9503.84716796875,0
548,2013-01-25,Valdivia,3936.319091796875,0
549,2013-01-25,Valparaiso-Vina del mar,11417.046875,0
550,2013-01-26,Antofagasta,19359.072265625,0
551,2013-01-26,Arica,4454.14892578125,0
552,2013-01-26,Calama,5392.77978515625,0
553,2013-01-26,Chillan,0.0,0
554,2013-01-26,Concepcion,45609.254150390625,0
555,2013-01-26,Copiapo,4694.24609375,0
556,2013-01-26,Coquimbo,6341.6279296875,0
557,2013-01-26,Coyhaique,0.0,0
558,2013-01-26,Curico,8207.1923828125,0
559,2013-01-26,Iquique,0.0,0
560,2013-01-26,La Serena,10687.888671875,0
561,2013-01-26,Linares,3104.257080078125,0
562,2013-01-26,Los Angeles,4789.4990234375,0
563,2013-01-26,Osorno,11358.2060546875,0
564,2013-01-26,Puerto Montt,9665.77197265625,0
565,2013-01-26,Punta Arenas,4232.875,0
566,2013-01-26,Rancagua,6656.5029296875,0
567,2013-01-26,Santiago,224749.83935546875,0
568,2013-01-26,Talca,9260.5625,0
569,2013-01-26,Temuco,11855.19091796875,0
570,2013-01-26,Valdivia,7338.376953125,0
571,2013-01-26,Valparaiso-Vina del mar,16042.47607421875,0
572,2013-01-27,Antofagasta,19304.69873046875,0
573,2013-01-27,Arica,3637.325927734375,0
574,2013-01-27,Calama,4808.244140625,0
575,2013-01-27,Chillan,0.0,0
